Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc,y_true,y_proba,y_pred,Cluster,Segment
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,48,227,1053,1,1,0,0.1875,65.8125,3,1,0.0358705533199471,0,0,Actifs Moyens
94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,66,87,1691,1,0,2,0.3125,105.6875,2,0,0.29636548378295835,0,3,Premium Engages
75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,48,155,1027,0,0,0,0.1304347826086956,44.65217391304348,3,0,0.017462398872419866,0,2,Aises Passifs
36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,56,693,77,2,1,0,0.4285714285714285,11.0,4,0,0.18013016319470324,0,1,Petits Budgets
70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,42,247,1244,0,1,0,0.2352941176470588,73.17647058823529,4,0,0.012573548942856264,0,2,Aises Passifs
62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,69,269,398,1,0,0,0.2142857142857142,28.428571428571427,2,0,0.028385167526869974,0,0,Actifs Moyens
31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,35,93,72,1,1,0,0.375,9.0,2,0,0.026343085670373675,0,1,Petits Budgets
67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,54,529,1471,1,1,0,0.4090909090909091,66.86363636363636,2,0,0.024920698025151372,0,2,Aises Passifs
60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,45,454,1180,1,0,0,0.4,47.2,2,0,0.0186738491538829,0,2,Aises Passifs
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,46,293,78,1,1,0,0.2857142857142857,11.142857142857142,2,0,0.04246642723908152,0,1,Petits Budgets
65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,81,313,900,0,1,0,0.3571428571428571,64.28571428571429,3,0,0.007468594640454744,0,0,Actifs Moyens
29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,48,163,20,1,1,0,0.2,4.0,2,0,0.005331372776282865,0,1,Petits Budgets
68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,45,272,305,2,0,0,0.3333333333333333,25.416666666666668,2,0,0.00821063986841694,0,1,Petits Budgets
86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,73,297,1603,0,1,0,0.2777777777777778,89.05555555555556,2,0,0.1447818073203245,0,2,Aises Passifs
33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,51,625,93,1,1,0,0.375,11.625,2,0,0.08478602999076831,0,1,Petits Budgets
64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,52,250,823,1,1,0,0.3809523809523809,39.19047619047619,2,0,0.004634469453183972,0,0,Actifs Moyens
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,49,494,112,1,0,0,0.2857142857142857,16.0,2,0,0.32100888053700294,0,1,Petits Budgets
62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,55,406,946,1,0,1,0.217391304347826,41.130434782608695,3,0,0.015596248321644081,0,0,Actifs Moyens
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,66,645,210,0,1,0,0.3,21.0,1,0,0.04670783064817188,0,1,Petits Budgets
78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,66,157,1638,1,0,0,0.4166666666666667,68.25,2,0,0.015356744809804928,0,2,Aises Passifs
36634.0,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,70,397,335,1,1,0,0.3846153846153846,25.76923076923077,3,0,0.10473176983461452,0,0,Actifs Moyens
49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,61,249,195,1,0,0,0.3,19.5,2,0,0.0059003025504487,0,1,Petits Budgets
63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,56,434,908,1,0,0,0.4090909090909091,41.27272727272727,3,0,0.010405101225022922,0,0,Actifs Moyens
71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,59,312,776,0,1,0,0.3809523809523809,36.95238095238095,2,0,0.011249844580120655,0,0,Actifs Moyens
28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,41,245,16,1,1,0,0.25,4.0,2,0,0.00940386766073144,0,1,Petits Budgets
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,37,120,1651,0,0,1,0.1538461538461538,127.0,3,0,0.04708239172003771,0,3,Premium Engages
53233.0,0,1,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,67,103,40,1,1,0,0.2,8.0,1,0,0.007119916415399348,0,1,Petits Budgets
69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,49,15,904,1,1,0,0.2916666666666667,37.66666666666666,4,0,0.005190321645781749,0,0,Actifs Moyens
15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,73,74,19,0,0,0,0.2,3.8,2,0,0.010931521694945151,0,1,Petits Budgets
77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,72,144,1175,1,1,0,0.4444444444444444,65.27777777777777,3,0,0.015850152074748932,0,0,Actifs Moyens
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,68,475,28,3,0,0,0.2,5.6,2,0,0.020184696391240584,0,1,Petits Budgets
33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,66,280,90,2,0,0,0.25,11.25,4,0,0.008745189494370231,0,1,Petits Budgets
50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,48,452,401,2,1,0,0.5,28.642857142857142,2,0,0.016455559681872983,0,0,Actifs Moyens
70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,42,247,1244,0,1,0,0.2352941176470588,73.17647058823529,4,0,0.012573548942856264,0,2,Aises Passifs
34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,53,544,318,2,1,0,0.3846153846153846,24.46153846153846,2,1,0.5288314685059047,1,1,Petits Budgets
79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,55,1,914,0,1,1,0.2857142857142857,65.28571428571429,3,0,0.01679469461612869,0,0,Actifs Moyens
21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,67,552,22,1,1,0,0.0,5.5,2,0,0.014912323802775435,0,1,Petits Budgets
37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,71,69,188,1,1,0,0.4444444444444444,20.88888888888889,2,0,0.07414827672870455,0,1,Petits Budgets
59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,59,617,499,1,1,1,0.4705882352941176,29.352941176470587,2,0,0.10870204341424966,0,0,Actifs Moyens
55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,67,251,405,1,1,0,0.2142857142857142,28.928571428571427,2,0,0.008331763798457622,0,0,Actifs Moyens
24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,42,72,58,0,1,0,0.4285714285714285,8.285714285714286,2,0,0.0053088376943625235,0,1,Petits Budgets
54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,68,476,455,1,0,0,0.25,28.4375,4,1,0.08833267569856389,0,0,Actifs Moyens
67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,73,530,957,1,1,1,0.1428571428571428,68.35714285714286,3,0,0.03392116097040764,0,0,Actifs Moyens
17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,48,229,45,1,1,0,0.4285714285714285,6.428571428571429,2,0,0.009993782731131414,0,1,Petits Budgets
65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,52,92,769,1,1,0,0.4285714285714285,36.61904761904762,2,0,0.005509119910092198,0,0,Actifs Moyens
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,36,61,1621,0,0,3,0.2,108.06666666666666,3,1,0.7194208270204997,1,3,Premium Engages
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,53,72,63,2,1,0,0.25,7.875,1,0,0.04586238601364178,0,1,Petits Budgets
63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,72,191,1168,0,0,0,0.28,46.72,1,1,0.13968593403564758,0,2,Aises Passifs
44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,73,170,34,2,1,1,0.2,6.8,2,0,0.03360876743708676,0,1,Petits Budgets
75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,50,623,1921,1,1,1,0.3448275862068966,66.24137931034483,2,0,0.1453840106594476,0,3,Premium Engages
50002.0,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,70,377,638,1,0,0,0.4444444444444444,35.44444444444444,2,0,0.02684832310248014,0,0,Actifs Moyens
38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,46,332,109,1,1,0,0.375,13.625,1,0,0.015231448313985143,0,1,Petits Budgets
79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,70,11,792,1,0,0,0.238095238095238,37.71428571428572,2,0,0.08510068864021281,0,2,Aises Passifs
46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,59,301,183,1,1,0,0.25,22.875,1,0,0.005807673374915053,0,1,Petits Budgets
60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,50,368,735,1,1,0,0.35,36.75,2,0,0.004405564525294205,0,0,Actifs Moyens
93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,54,137,2349,0,0,3,0.2307692307692307,90.34615384615384,2,1,0.8701355542078149,1,3,Premium Engages
48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,71,3,54,2,1,0,0.2,10.8,2,0,0.004566026042760833,0,1,Petits Budgets
65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,58,119,747,1,1,0,0.3809523809523809,35.57142857142857,4,0,0.004917043776612097,0,0,Actifs Moyens
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,48,227,1053,1,1,0,0.1875,65.8125,3,0,0.0358705533199471,0,0,Actifs Moyens
61223.0,0,1,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,57,381,1341,1,1,0,0.5294117647058824,78.88235294117646,2,0,0.05399156335768537,0,2,Aises Passifs
56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,48,284,561,1,1,0,0.1764705882352941,33.0,2,0,0.010064856848378302,0,0,Actifs Moyens
23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,61,32,48,2,0,0,0.2857142857142857,6.857142857142857,4,0,0.009168179785144047,0,1,Petits Budgets
61014.0,0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,44,687,1147,1,1,0,0.5294117647058824,67.47058823529412,2,0,0.4023726536152242,0,2,Aises Passifs
22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,53,333,26,1,0,0,0.4,5.2,2,0,0.013734196899645916,0,1,Petits Budgets
36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,57,691,146,2,1,0,0.375,18.25,4,0,0.3876378847206003,0,1,Petits Budgets
30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,39,41,28,0,0,0,0.1666666666666666,4.666666666666667,4,0,0.013778952998544345,0,1,Petits Budgets
38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,52,678,348,3,1,0,0.3846153846153846,26.76923076923077,2,0,0.1014319769122179,0,1,Petits Budgets
54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,67,428,361,1,0,0,0.3846153846153846,27.76923076923077,4,0,0.019596200167338863,0,0,Actifs Moyens
67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,69,215,868,1,1,0,0.3333333333333333,41.333333333333336,2,0,0.01665037762744454,0,0,Actifs Moyens
24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,42,466,24,1,0,0,0.25,6.0,0,0,0.01890197621229537,0,1,Petits Budgets
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,73,468,444,1,1,0,0.5,31.714285714285715,2,0,0.021357497548534516,0,0,Actifs Moyens
15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,45,367,36,1,0,0,0.2,7.2,0,0,0.016990736493667204,0,1,Petits Budgets
30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,48,367,31,1,1,0,0.2,6.2,3,0,0.02686813039511889,0,1,Petits Budgets
38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,53,72,44,2,1,0,0.2857142857142857,6.285714285714286,3,0,0.010061839134903413,0,1,Petits Budgets
51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,59,313,122,1,1,1,0.375,15.25,4,0,0.014709530649426022,0,1,Petits Budgets
73807.0,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,46,543,849,1,1,0,0.2272727272727272,38.59090909090909,2,0,0.006114365955000403,0,2,Aises Passifs
46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,72,608,302,2,0,0,0.3333333333333333,25.166666666666668,4,1,0.34915646124438826,0,0,Actifs Moyens
35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,40,593,497,1,1,0,0.4615384615384615,38.23076923076923,2,1,0.080207206006042,0,0,Actifs Moyens
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,74,639,1477,1,0,0,0.3636363636363636,67.13636363636364,3,1,0.09873146997220648,0,2,Aises Passifs
33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,38,144,70,1,1,0,0.4285714285714285,10.0,2,0,0.008133284521575166,0,1,Petits Budgets
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,33,136,2525,0,0,1,0.1666666666666666,140.27777777777777,3,1,0.07644318199432042,0,3,Premium Engages
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,49,564,2086,0,1,2,0.2272727272727272,94.8181818181818,3,1,0.7983903339994528,1,3,Premium Engages
56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,57,447,702,1,1,0,0.2631578947368421,36.94736842105263,4,0,0.03372666062027076,0,2,Aises Passifs
62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,72,272,463,1,1,0,0.3333333333333333,30.866666666666667,2,0,0.0730486322034521,0,0,Actifs Moyens
27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,42,432,12,1,1,0,0.25,3.0,3,0,0.010612214581188202,0,1,Petits Budgets
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,64,681,326,1,1,0,0.0769230769230769,25.07692307692308,3,0,0.27282817386023317,0,1,Petits Budgets
26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,38,624,27,1,0,1,0.25,6.75,2,1,0.7012459949906976,1,1,Petits Budgets
77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,45,239,969,1,1,0,0.25,40.375,2,0,0.004953103868127552,0,2,Aises Passifs
42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,42,488,382,1,1,1,0.4285714285714285,27.285714285714285,2,0,0.0476626179560992,0,0,Actifs Moyens
44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,49,73,37,2,1,0,0.3333333333333333,6.166666666666667,3,0,0.011638220596199504,0,1,Petits Budgets
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,55,692,201,1,0,0,0.4,20.1,2,0,0.5279358823620701,1,1,Petits Budgets
64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,61,523,825,1,0,0,0.2272727272727272,37.5,3,0,0.019582243824751728,0,0,Actifs Moyens
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,60,335,1048,1,1,0,0.2692307692307692,40.30769230769231,4,0,0.00964133529964705,0,2,Aises Passifs
75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,48,625,2209,0,0,1,0.217391304347826,96.04347826086956,2,1,0.8452394210609536,1,3,Premium Engages
66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,77,70,711,0,1,0,0.1,71.1,3,0,0.012318492689810782,0,0,Actifs Moyens
65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,40,332,461,0,1,0,0.1052631578947368,24.26315789473684,1,0,0.08708607472233722,0,2,Aises Passifs
36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,41,485,66,0,1,0,0.3333333333333333,11.0,2,1,0.38063388921094143,0,1,Petits Budgets
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,69,391,981,0,1,1,0.2857142857142857,46.71428571428572,1,0,0.031377567153669315,0,2,Aises Passifs
64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,60,292,546,1,1,1,0.4444444444444444,30.33333333333333,3,0,0.010457950494718756,0,0,Actifs Moyens
47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,48,234,415,1,0,0,0.4,27.666666666666668,2,0,0.009882992649896083,0,0,Actifs Moyens
42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,47,681,436,1,1,0,0.4666666666666667,29.066666666666663,2,1,0.5719447633329869,1,0,Actifs Moyens
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,39,227,22,1,1,0,0.0,5.5,2,0,0.005413995762617053,0,1,Petits Budgets
30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,50,388,46,1,1,0,0.5,7.666666666666667,4,1,0.11617684826122761,0,1,Petits Budgets
32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,53,35,46,1,1,0,0.4285714285714285,6.571428571428571,4,0,0.005422100270404163,0,1,Petits Budgets
64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,68,326,797,1,1,0,0.3,39.85,2,1,0.04199192967365361,0,2,Aises Passifs
78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,66,643,2092,1,1,0,0.1,104.6,4,0,0.14113346419145828,0,2,Aises Passifs
46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,51,90,263,2,0,1,0.5,26.3,4,1,0.09781281046338014,0,1,Petits Budgets
8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,33,649,178,0,0,0,0.0,89.0,2,0,0.2529626083458927,0,1,Petits Budgets
